,timestamp,report_week,operability_icu,power_outage_equipment_failure_specify,power_generator_available,power_outage_mortatility,power_outage_deaths_count,mortality_hospital_failure_cardiovascular_count,mortality_hospital_failure_cardiovascular_cause,mortality_hospital_failure_trauma_count,mortality_hospital_failure_trauma_cause,strike_medical_staff_affected,strike_nurses_affected,operability_icu_p,strike_other_staff_affected,strike_patients_affected,strike_other_affected,staff_violence_affected_reasons,epidemiological_emergency_suspected_diseases,rrt_avail_high_flow_catheters,rrt_avail_blood_tests_hiv_hvb_hvc_vdr,rrt_avail_immediate_access_urea_reduction_bun,nCoV_face_mask_avail,nCoV_respiratory_isolation_protocol_avail,operability_er,nCoV_isolation_area_avail,operability_sx,operability_lab,operability_uls,operability_ct_mri,operability_xr,er_avail_adrenalin,er_avail_atropine,hospital_code,er_avail_dopamine,er_avail_cephalosporins_betalactams,er_avail_aminoglycosides_quinolone,er_avail_vancomycin_clindamycin,er_avail_lidocaine,er_avail_minor_opioids,er_avail_major_opioids,er_avail_iv_fluids,er_avail_diazepam_dph,er_avail_heparin,federal_entity,er_avail_steroids,er_avail_insulin,er_avail_asthma,er_avail_blood_pressure,er_avail_defibrillator,er_avail_ott_intubation,er_avail_catheter,er_avail_oxygen_suction,sx_avail_minor_opioids,sx_avail_major_opioids,hospital_type,sx_avail_anesthetic_gases,sx_avail_anesthetics_iv,sx_avail_relaxants,sx_avail_ott_intubation,sx_avail_patient_lingerie_kit,sx_avail_disposables_mask_gloves_gown,sx_avail_oxygen_suction,rrt_avail,rrt_operability,rrt_date_stopped_operability,administrative_entity,rrt_reason_stopped_operability,rrt_avg_daily_patients,rrt_peritoneal_count,rrt_peritoneal_reason_not_performed,rrt_num_hemodialysis,rrt_num_hemodialysis_acute,rrt_num_hemodialysis_chronic,rrt_num_hemodialysis_equipments,rrt_num_hemodialysis_equipments_operability,rrt_hemodialysis_avail_filter,arch_beds_count,rrt_hemodialysis_avail_lines,rrt_hemodialysis_avail_kit_hemodialysis,rrt_hemodialysis_avail_iron,rrt_hemodialysis_avail_b_complex,rrt_hemodialysis_avail_calcium,rrt_hemodialysis_avail_zemblar,rrt_reverse_osmosis_unit_operability,rrt_staff_nephrology,rrt_staff_md,rrt_staff_resident,op_beds_count,rrt_staff_nurse,rrt_staff_nurse_nephrologist,nutr_avail,nutr_operability,nutr_date_stopped_operability,nutr_reason_stopped_operability,nutr_num,nutr_daily_freq_meal,nutr_quality,nutr_freq_milk_formulas,op_beds_er_count,pneumonia_antibiotic_therapy_latency,mi_thrombolytic_treatment_latency,er_staff_residents_and_rural_day_on_call,er_staff_specialist_day_on_call,er_staff_mic_day_on_call,er_staff_nurse_day_on_call,er_staff_non_professional_nurse_day_on_call,er_staff_residents_and_rural_night_on_call,er_staff_specialist_night_on_call,er_staff_mic_night_on_call,op_pavilions_count,er_staff_nurse_night_on_call,er_staff_non_professional_nurse_night_on_call,wash_failure_icu,wash_failure_er,wahs_failure_sx,power_outage,power_outage_avg_failures_per_day,power_outage_days_count,power_outage_avg_duration,power_outage_equipment_failure
10,2020-02-01T04:12:24.516Z,5 del 2020,Todos los días,Monitores,Funciona entre 3 y 5 días,No,,0.0,,2.0,"Equipos, Medicamentos, Recurso Humano, Resto estructurales ( agua , O2 , succión)",,,Nunca ha existido,,,,"Violencia contra personal de hospital por familiares, Violencia contra personal por fuerzas de seguridad, Robos , hurtos o disparos dentro del centro asistencial.",TBC en personal de salud,,,,,No,Todos los días,No,Entre 3 y 5 días,No operativa,No operativa,Nunca ha existido,No operativa,No hubo,No hubo,AMA000,No hubo,Entre 3 y 5 días,No hubo,No hubo,Entre 3 y 5 días,No hubo,No hubo,Entre 1 y 2 días,No hubo,Entre 1 y 2 días,Amazonas,No hubo,Entre 1 y 2 días,No hubo,No hubo,No hubo,No hubo,No hubo,Entre 1 y 2 días,No hubo,No hubo,Tipo II,Entre 3 y 5 días,Entre 3 y 5 días,Entre 3 y 5 días,Todos los días,No hubo,No hubo,Entre 3 y 5 días,Sí,No,Mas de 1 año,MPPS,"Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis), Falta de profesionales especializados (Nefrólogo, Cirujano, etc)",,,,,,,,,,170,,,,,,,,,,,53,,,Sí,Sí,,,Entre 1 y 2 días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas entre 3 y 5 días,27,1899-12-30T02:00:00.000Z,1899-12-30T06:00:00.000Z,2,4,2,3,1,1,3,2,01,3,0,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",Si,1,Entre 3 y 5 días,1899-12-30T06:00:00.000Z,Sí
11,2019-11-12T19:54:15.893Z,43 del 2019,Todos los días,,Funciona menos de 3 días,No,,1.0,"Equipos, Medicamentos, Recurso Humano, Resto estructurales ( agua , O2 , succión)",0.0,,Protestas con suspensión temporal  de actividades,Protestas con suspensión temporal  de actividades,Nunca ha existido,Protestas con suspensión temporal  de actividades,,Protestas con suspensión temporal  de actividades,"Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,Nunca ha existido,No operativa,No hubo,No hubo,AMA000,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,Entre 3 y 5 días,Amazonas,No hubo,No hubo,Todos los días,No hubo,Todos los días,No hubo,No hubo,No hubo,No hubo,No hubo,Tipo II,No hubo,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Sí,No,Mas de 1 año,MPPS,"Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis), Falta de profesionales especializados (Nefrólogo, Cirujano, etc)",,,,,,,,,,170,,,,,,,,,,,49,,,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas entre 3 y 5 días,21,1900-01-02T00:00:00.000Z,1899-12-30T04:00:00.000Z,1,2,3,2,1,1,3,2,01,3,0,No hubo agua ningún dia,No hubo agua ningún dia,No hubo agua ningún dia,Si,1,Entre 3 y 5 días,1899-12-30T06:00:00.000Z,No
12,2019-10-22T18:31:33.340Z,41 del 2019,Todos los días,,Funciona menos de 3 días,No,,1.0,"Equipos, Medicamentos, Recurso Humano, Resto estructurales ( agua , O2 , succión)",0.0,,,,Nunca ha existido,,,,Violencia contra personal de hospital por familiares,TBC en personal de salud,,,,,,Todos los días,,Todos los días,No operativa,No operativa,Nunca ha existido,No operativa,No hubo,No hubo,AMA000,No hubo,No hubo,No hubo,No hubo,Todos los días,No hubo,No hubo,Entre 1 y 2 días,No hubo,Entre 1 y 2 días,Amazonas,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,Todos los días,No hubo,No hubo,Tipo II,Todos los días,Todos los días,Todos los días,Todos los días,Entre 3 y 5 días,No hubo,Todos los días,Sí,No,Mas de 1 año,MPPS,"Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis), Falta de profesionales especializados (Nefrólogo, Cirujano, etc)",,,,,,,,,,170,,,,,,,,,,,58,,,Sí,Sí,,,Entre 3 y 5 días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,31,1900-01-02T00:00:00.000Z,1899-12-30T13:00:00.000Z,2,3,2,3,2,0,2,3,01,3,2,No hubo agua ningún dia,No hubo agua ningún dia,No hubo agua ningún dia,Si,3,Entre 3 y 5 días,1899-12-30T05:00:00.000Z,No
13,2019-10-02T18:46:09.251Z,38 del 2019,Todos los días,,Funciona entre 3 y 5 días,No,,2.0,"Equipos, Medicamentos, Recurso Humano, Resto estructurales ( agua , O2 , succión)",0.0,,,,Nunca ha existido,,,,,,,,,,,Todos los días,,Todos los días,No operativa,No operativa,Nunca ha existido,No operativa,No hubo,No hubo,AMA000,No hubo,No hubo,No hubo,No hubo,Todos los días,Entre 3 y 5 días,No hubo,No hubo,No hubo,No hubo,Amazonas,No hubo,Todos los días,No hubo,No hubo,No hubo,No hubo,No hubo,Entre 1 y 2 días,No hubo,No hubo,Tipo II,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Sí,No,Mas de 1 año,MPPS,"Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis), Falta de profesionales especializados (Nefrólogo, Cirujano, etc)",,,,,,,,,,170,,,,,,,,,,,53,,,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,29,1900-01-02T00:00:00.000Z,1900-01-02T00:00:00.000Z,1,3,2,3,2,1,2,2,01,2,0,No hubo agua ningún dia,No hubo agua ningún dia,No hubo agua ningún dia,Si,2,Entre 3 y 5 días,1899-12-30T08:00:00.000Z,No
14,2020-02-01T03:59:09.124Z,4 del 2020,Todos los días,,Funciona entre 3 y 5 días,No,,2.0,"Equipos, Medicamentos, Recurso Humano, Resto estructurales ( agua , O2 , succión)",2.0,"Equipos, Medicamentos, Recurso Humano, Resto estructurales ( agua , O2 , succión), Retardo para trasladar a otros Estados, para estudios especializados ",,,Nunca ha existido,,,,"Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",TBC en personal de salud,,,,,No,Todos los días,No,Todos los días,No operativa,No operativa,Nunca ha existido,No operativa,No hubo,No hubo,AMA000,No hubo,Entre 1 y 2 días,No hubo,No hubo,Todos los días,No hubo,No hubo,Entre 1 y 2 días,No hubo,Entre 3 y 5 días,Amazonas,Entre 1 y 2 días,No hubo,No hubo,No hubo,No hubo,Todos los días,No hubo,Entre 1 y 2 días,No hubo,No hubo,Tipo II,Todos los días,Todos los días,No hubo,Todos los días,Entre 1 y 2 días,No hubo,Entre 3 y 5 días,Sí,No,Mas de 1 año,MPPS,"Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis), Falta de profesionales especializados (Nefrólogo, Cirujano, etc)",,,,,,,,,,170,,,,,,,,,,,68,,,Sí,Sí,,,Entre 1 y 2 días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo formulas lácteas menos de 3 días,29,1899-12-30T09:00:00.000Z,1899-12-30T06:00:00.000Z,1,6,2,2,1,1,2,2,01,3,0,No hubo agua ningún dia,No hubo agua ningún dia,No hubo agua ningún dia,Si,1,Entre 3 y 5 días,1899-12-30T09:00:00.000Z,No
15,2019-10-22T15:34:36.115Z,39 del 2019,Todos los días,,Funciona menos de 3 días,No,,2.0,"Equipos, Medicamentos, Recurso Humano, Resto estructurales ( agua , O2 , succión)",0.0,,,,Nunca ha existido,,,,Violencia contra personal de hospital por familiares,TBC en personal de salud,,,,,,Todos los días,,Todos los días,No operativa,No operativa,Nunca ha existido,No operativa,No hubo,No hubo,AMA000,No hubo,No hubo,No hubo,No hubo,Todos los días,No hubo,No hubo,Entre 1 y 2 días,No hubo,No hubo,Amazonas,No hubo,No hubo,No hubo,Entre 1 y 2 días,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,Tipo II,Todos los días,Todos los días,Todos los días,Todos los días,Entre 1 y 2 días,No hubo,Todos los días,Sí,No,Mas de 1 año,MPPS,"Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis), Falta de profesionales especializados (Nefrólogo, Cirujano, etc)",,,,,,,,,,170,,,,,,,,,,,56,,,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo formulas lácteas menos de 3 días,28,1900-01-02T00:00:00.000Z,1900-01-02T00:00:00.000Z,1,3,2,3,2,1,3,2,01,2,1,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",Si,2,Entre 3 y 5 días,1899-12-30T07:00:00.000Z,No
16,2019-12-13T13:59:36.727Z,50 del 2019,Todos los días,,Funciona menos de 3 días,No,,0.0,,2.0,"Equipos, Medicamentos, Recurso Humano, Resto estructurales ( agua , O2 , succión)",,,Nunca ha existido,,,,"Robos , hurtos o disparos dentro del centro asistencial.",TBC en personal de salud,,,,,,Todos los días,,Todos los días,No operativa,No operativa,Nunca ha existido,No operativa,Entre 1 y 2 días,Entre 1 y 2 días,AMA000,No hubo,Entre 3 y 5 días,No hubo,No hubo,Todos los días,No hubo,No hubo,No hubo,No hubo,Entre 3 y 5 días,Amazonas,No hubo,No hubo,Entre 1 y 2 días,No hubo,No hubo,No hubo,No hubo,Todos los días,Entre 1 y 2 días,No hubo,Tipo II,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Entre 3 y 5 días,Sí,No,Mas de 1 año,MPPS,"Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis), Falta de profesionales especializados (Nefrólogo, Cirujano, etc)",,,,,,,,,,170,,,,,,,,,,,45,,,Sí,Sí,,,Ningún día,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,18,1899-12-30T05:00:00.000Z,1899-12-30T08:00:00.000Z,1,2,2,2,2,1,1,2,01,2,1,No hubo agua ningún dia,No hubo agua ningún dia,No hubo agua ningún dia,Si,2,Menos de 3 días,1899-12-30T05:00:00.000Z,No
17,2019-11-12T16:21:00.581Z,42 del 2019,Todos los días,,Funciona menos de 3 días,No,,2.0,"Equipos, Medicamentos, Recurso Humano",1.0,"Equipos, Medicamentos, Recurso Humano, Resto estructurales ( agua , O2 , succión), Retardo en traslado aéreo",,,No operativa,,,,,,,,,,,Todos los días,,Todos los días,No operativa,No operativa,Nunca ha existido,No operativa,No hubo,No hubo,AMA000,No hubo,No hubo,No hubo,No hubo,Todos los días,No hubo,No hubo,No hubo,No hubo,Entre 1 y 2 días,Amazonas,No hubo,No hubo,Todos los días,No hubo,Todos los días,No hubo,No hubo,No hubo,No hubo,No hubo,Tipo II,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Sí,No,Mas de 1 año,MPPS,"Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis), Falta de profesionales especializados (Nefrólogo, Cirujano, etc)",,,,,,,,,,170,,,,,,,,,,,54,,,Sí,Sí,,,Entre 3 y 5 días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas entre 3 y 5 días,28,1900-01-02T00:00:00.000Z,1899-12-30T08:00:00.000Z,1,3,2,2,2,1,2,2,01,3,1,No hubo agua ningún dia,No hubo agua ningún dia,No hubo agua ningún dia,Si,1,Menos de 3 días,1899-12-30T03:00:00.000Z,No
18,2019-11-12T20:03:00.416Z,44 del 2019,Todos los días,,Funciona menos de 3 días,No,,0.0,,1.0,"Equipos, Medicamentos, Recurso Humano, Resto estructurales ( agua , O2 , succión), Falta de traslado",Protestas con suspensión temporal  de actividades,Protestas con suspensión temporal  de actividades,Nunca ha existido,Protestas con suspensión temporal  de actividades,,Protestas con suspensión temporal  de actividades,"Robos , hurtos o disparos dentro del centro asistencial.",TBC en personal de salud,,,,,,Todos los días,,Todos los días,No operativa,No operativa,Nunca ha existido,No operativa,No hubo,No hubo,AMA000,No hubo,No hubo,No hubo,No hubo,Todos los días,No hubo,No hubo,No hubo,No hubo,Entre 1 y 2 días,Amazonas,No hubo,No hubo,No hubo,No hubo,Todos los días,No hubo,No hubo,Todos los días,No hubo,No hubo,Tipo II,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Sí,No,Mas de 1 año,MPPS,"Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis), Falta de profesionales especializados (Nefrólogo, Cirujano, etc)",,,,,,,,,,170,,,,,,,,,,,56,,,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas entre 3 y 5 días,23,1900-01-02T00:00:00.000Z,1899-12-30T05:00:00.000Z,1,3,2,3,1,1,3,2,01,3,0,No hubo agua ningún dia,No hubo agua ningún dia,No hubo agua ningún dia,Si,1,Menos de 3 días,1899-12-30T04:00:00.000Z,No
19,2019-07-04T17:52:54.607Z,24 del 2019,Todos los días,,Hay pero no funciona,No,0.0,1.0,"Equipos, Medicamentos, Recurso Humano, Resto estructurales ( agua , O2 , succión)",0.0,,,,Nunca ha existido,,,,"Robos , hurtos o disparos dentro del centro asistencial.",,,,,,,Todos los días,,Todos los días,No operativa,No operativa,Nunca ha existido,No operativa,No hubo,No hubo,AMA000,No hubo,No hubo,No hubo,No hubo,Todos los días,No hubo,No hubo,No hubo,No hubo,No hubo,Amazonas,No hubo,Entre 1 y 2 días,Entre 3 y 5 días,No hubo,No hubo,No hubo,No hubo,Entre 1 y 2 días,No hubo,No hubo,Tipo II,Todos los días,Todos los días,Todos los días,Todos los días,Entre 3 y 5 días,No hubo,Todos los días,Sí,No,Mas de 1 año,MPPS,"Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis)",,,,,,,,,,170,,,,,,,,,,,68,,,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,19,1900-01-02T00:00:00.000Z,1900-01-02T00:00:00.000Z,1,2,2,2,1,0,1,2,01,2,0,"3 a 5 días , sin soporte  alterno","3 a 5 días , sin soporte  alterno","3 a 5 días , sin soporte  alterno",Si,1,Menos de 3 días,1899-12-30T06:00:00.000Z,No
20,2019-08-20T22:25:13.305Z,31 del 2019,Todos los días,,Funciona todos los días,No,,0.0,,0.0,,,,Nunca ha existido,,,,,,,,,,,Todos los días,,Todos los días,Menos de 3 de días,No operativa,Nunca ha existido,No operativa,No hubo,No hubo,AMA000,No hubo,No hubo,No hubo,No hubo,Entre 1 y 2 días,Entre 1 y 2 días,No hubo,No hubo,No hubo,No hubo,Amazonas,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,Entre 1 y 2 días,Entre 1 y 2 días,No hubo,Tipo II,Todos los días,Todos los días,Todos los días,Todos los días,Entre 3 y 5 días,Entre 3 y 5 días,Todos los días,Sí,No,Mas de 1 año,MPPS,"Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis), Falta de profesionales especializados (Nefrólogo, Cirujano, etc)",,,,,,,,,,170,,,,,,,,,,,73,,,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,41,1900-01-02T00:00:00.000Z,1900-01-02T00:00:00.000Z,1,3,2,3,1,1,1,1,01,2,0,"3 a 5 días , sin soporte  alterno","3 a 5 días , sin soporte  alterno","3 a 5 días , sin soporte  alterno",Si,1,Entre 3 y 5 días,1899-12-30T01:00:00.000Z,No
21,2019-09-04T02:34:20.573Z,35 del 2019,Todos los días,,Funciona menos de 3 días,No,0.0,0.0,,0.0,,,,Nunca ha existido,,,,Violencia contra personal de hospital por familiares,,,,,,,Todos los días,,Todos los días,No operativa,No operativa,Nunca ha existido,No operativa,No hubo,No hubo,AMA000,No hubo,No hubo,No hubo,No hubo,Todos los días,No hubo,No hubo,No hubo,No hubo,Entre 1 y 2 días,Amazonas,No hubo,No hubo,Entre 1 y 2 días,No hubo,No hubo,No hubo,No hubo,Todos los días,No hubo,No hubo,Tipo II,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Sí,No,Mas de 1 año,MPPS,"Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis), Falta de profesionales especializados (Nefrólogo, Cirujano, etc)",,,,,,,,,,170,,,,,,,,,,,78,,,Sí,Sí,,,Entre 3 y 5 días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,32,1899-12-30T00:00:00.000Z,1899-12-31T02:00:00.000Z,1,4,2,3,1,1,2,2,01,3,0,"< 3 días, con soporte alterno","< 3 días, con soporte alterno","< 3 días, con soporte alterno",Si,1,Menos de 3 días,1899-12-30T06:45:00.000Z,No
22,2020-01-13T19:32:06.507Z,2 del 2020,Todos los días,,Funciona menos de 3 días,No,,1.0,"Equipos, Medicamentos, Recurso Humano, Resto estructurales ( agua , O2 , succión)",2.0,"Equipos, Medicamentos, Recurso Humano, Resto estructurales ( agua , O2 , succión)",,,Nunca ha existido,,,,"Violencia contra personal de hospital por familiares, Robos , hurtos o disparos dentro del centro asistencial.",TBC en personal de salud,,,,,,Todos los días,,Todos los días,No operativa,No operativa,Nunca ha existido,No operativa,No hubo,No hubo,AMA000,No hubo,Entre 3 y 5 días,No hubo,No hubo,Entre 3 y 5 días,No hubo,No hubo,No hubo,No hubo,Entre 3 y 5 días,Amazonas,No hubo,No hubo,No hubo,No hubo,No hubo,Todos los días,No hubo,Entre 3 y 5 días,No hubo,No hubo,Tipo II,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,No hubo,Todos los días,Sí,No,Mas de 1 año,MPPS,"Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis), Falta de profesionales especializados (Nefrólogo, Cirujano, etc)",,,,,,,,,,170,,,,,,,,,,,52,,,Sí,Sí,,,Entre 1 y 2 días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo formulas lácteas menos de 3 días,24,1899-12-30T18:00:00.000Z,1899-12-30T06:00:00.000Z,1,1,1,2,2,1,1,1,01,3,0,"< 3 días, sin soporte alterno (cisternas)","< 3 días, sin soporte alterno (cisternas)","< 3 días, sin soporte alterno (cisternas)",Si,2,Menos de 3 días,1899-12-30T04:00:00.000Z,No
23,2019-08-20T22:45:52.803Z,32 del 2019,Todos los días,,Funciona todos los días,No,,2.0,"Equipos, Medicamentos, Recurso Humano, Resto estructurales ( agua , O2 , succión), ausencia de especialista en turno nocturno",,,,,Nunca ha existido,,,,,,,,,,,Todos los días,,Todos los días,Entre 3 y 5 días,No operativa,Nunca ha existido,No operativa,No hubo,No hubo,AMA000,No hubo,No hubo,No hubo,No hubo,Entre 1 y 2 días,No hubo,No hubo,No hubo,No hubo,No hubo,Amazonas,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,Entre 1 y 2 días,No hubo,No hubo,Tipo II,Todos los días,Todos los días,Todos los días,Todos los días,Entre 1 y 2 días,Entre 3 y 5 días,Todos los días,Sí,No,Mas de 1 año,MPPS,"Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis), Falta de profesionales especializados (Nefrólogo, Cirujano, etc)",,,,,,,,,,170,,,,,,,,,,,59,,,Sí,Sí,,,Todos los días,,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,21,1900-01-02T00:00:00.000Z,1900-01-02T00:00:00.000Z,1,1,1,3,2,1,2,2,01,2,1,"3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno","3 a 5 días, con soporte alterno",Si,1,Entre 3 y 5 días,1899-12-30T02:00:00.000Z,No
24,2019-07-04T18:13:40.136Z,25 del 2019,Todos los días,Aires Acondicionados UTI,Hay pero no funciona,No,0.0,0.0,,2.0,"Equipos, Medicamentos, Recurso Humano, Resto estructurales ( agua , O2 , succión), Ausencia de Neurocirujano/ retardo en traslado a otras ciudades con especialistas",,,Nunca ha existido,,Protestas  sin suspensión de actividades,,Violencia contra personal de hospital por familiares,,,,,,,Todos los días,,Todos los días,No operativa,No operativa,Nunca ha existido,No operativa,Entre 1 y 2 días,No hubo,AMA000,No hubo,Entre 1 y 2 días,No hubo,No hubo,Todos los días,No hubo,No hubo,No hubo,No hubo,Entre 1 y 2 días,Amazonas,No hubo,No hubo,Entre 1 y 2 días,No hubo,No hubo,No hubo,No hubo,Entre 3 y 5 días,No hubo,No hubo,Tipo II,Todos los días,Todos los días,Entre 3 y 5 días,Todos los días,No hubo,No hubo,Todos los días,Sí,No,Mas de 1 año,MPPS,"Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis)",,,,,,,,,,170,,,,,,,,,,,82,,,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,36,1900-01-01T00:00:00.000Z,1900-01-02T00:00:00.000Z,1,2,2,3,1,1,2,2,01,2,0,No hubo agua ningún dia,No hubo agua ningún dia,No hubo agua ningún dia,Si,1,Entre 3 y 5 días,1899-12-30T08:00:00.000Z,Sí
25,2019-11-29T19:34:48.034Z,48 del 2019,Todos los días,,Funciona menos de 3 días,No,,2.0,"Equipos, Medicamentos, Recurso Humano, Resto estructurales ( agua , O2 , succión)",0.0,,,,No operativa,,,,"Robos , hurtos o disparos dentro del centro asistencial.",TBC en personal de salud,,,,,,Todos los días,,Todos los días,No operativa,No operativa,Nunca ha existido,No operativa,No hubo,No hubo,AMA000,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,Amazonas,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,No hubo,Tipo II,Todos los días,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Todos los días,Sí,No,Mas de 1 año,MPPS,"Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis), Falta de profesionales especializados (Nefrólogo, Cirujano, etc)",,,,,,,,,,170,,,,,,,,,,,53,,,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,Hubo fórmulas lácteas todos los días,28,1900-01-02T00:00:00.000Z,1900-01-02T00:00:00.000Z,1,3,2,3,2,1,2,2,01,3,1,No hubo agua ningún dia,No hubo agua ningún dia,No hubo agua ningún dia,Si,3,Entre 3 y 5 días,1899-12-30T06:00:00.000Z,No
26,2019-10-02T18:30:02.810Z,37 del 2019,Todos los días,,Funciona menos de 3 días,No,,,,1.0,"Equipos, Medicamentos, Recurso Humano, Resto estructurales ( agua , O2 , succión)",,,Nunca ha existido,,,,,,,,,,,Todos los días,,Todos los días,No operativa,No operativa,Nunca ha existido,No operativa,No hubo,No hubo,AMA000,No hubo,No hubo,No hubo,No hubo,Todos los días,No hubo,No hubo,No hubo,No hubo,Entre 3 y 5 días,Amazonas,No hubo,No hubo,No hubo,Entre 3 y 5 días,No hubo,No hubo,No hubo,Entre 1 y 2 días,No hubo,No hubo,Tipo II,Todos los días,Todos los días,Todos los días,Todos los días,No hubo,Entre 3 y 5 días,Todos los días,Sí,No,Mas de 1 año,MPPS,"Falta de material quirúrgico, Falta de insumos médicos, Falta de equipo nefrológico(máquinas de diálisis), Falta de profesionales especializados (Nefrólogo, Cirujano, etc)",,,,,,,,,,170,,,,,,,,,,,62,,,Sí,Sí,,,Todos los días,Se sirven menos de 3 comidas al día,No se siguen recomendaciones del especialista en cuanto al menú que se sirve,No hubo fórmulas lácteas ningún día,26,1900-01-02T00:00:00.000Z,1899-12-30T07:00:00.000Z,1,2,3,2,2,1,2,1,01,3,0,No hubo agua ningún dia,No hubo agua ningún dia,No hubo agua ningún dia,Si,2,Entre 3 y 5 días,1899-12-30T10:00:00.000Z,No
